scientific_name,Bryce National Park,Great Smoky Mountains National Park,Yellowstone National Park,Yosemite National Park
Sorex hoyi,203,129,573,318
Sorex longirostris,77,42,248,151
Sorex lyelli,104,54,279,115
Sorex monticolus,220,107,520,302
Sorex nanus,89,60,216,166
Sorex palustris,168,169,514,307
Sorex preblei,71,59,193,140
Sorex tenellus,130,91,232,135
Sorex trowbridgii,80,73,227,140
Sorghastrum elliottii,75,75,253,177
Sorghastrum nutans,109,96,270,154
Sorghum bicolor,108,62,284,193
Sorghum halepense,47,88,276,158
Sparganium,85,87,237,163
Sparganium americanum,63,106,252,192
Sparganium androcladum,103,86,228,121
Sparganium angustifolium,117,88,264,132
Sparganium emersum,113,75,262,164
Sparganium emersum ssp. emersum,80,80,290,141
Sparganium natans,70,72,245,111
Spartina gracilis,108,56,242,144
Spea bombifrons,92,72,229,147
Spea intermontana,60,51,273,144
Spergula arvensis,95,69,261,133
Spergularia rubra,117,65,236,136
Spermophilus armatus,106,66,255,123
Spermophilus lateralis,67,74,258,121
Sphaeralcea coccinea,108,52,281,142
Sphaeromeria cana,109,50,252,169
Sphagnum affine,126,108,258,164
Sphagnum capillifolium,109,60,272,170
Sphagnum compactum,92,80,233,113
Sphagnum cuspidatum,84,73,236,158
Sphagnum girgensohnii,103,46,225,116
Sphagnum magellanicum,102,86,245,147
Sphagnum molle,70,73,243,180
Sphagnum palustre,80,110,268,138
Sphagnum pylaesii,95,51,266,171
Sphagnum quinquefarium,87,45,269,121
Sphagnum squarrosum,86,75,284,184
Sphagnum subsecundum,69,73,209,141
Sphenopholis intermedia,65,95,266,166
Sphenopholis nitida,94,98,259,122
Sphenopholis obtusata,119,88,225,149
Sphenopholis pensylvanica,99,49,262,140
Sphenosciadium capitellatum,130,92,237,147
Sphyrapicus nuchalis,87,75,252,108
Sphyrapicus ruber,118,58,229,165
Sphyrapicus thyroideus,128,51,235,140
Sphyrapicus varius,105,34,208,159
Spigelia marilandica,115,110,287,149
Spilogale gracilis,135,62,240,113
Spilogale putorius,188,160,512,274
Spinus lawrencei,111,105,305,170
Spinus pinus,127,84,236,166
Spinus psaltria,97,89,249,165
Spinus tristis,113,104,250,153
Spiraea betulifolia var. lucida,118,53,249,128
Spiraea japonica,94,74,247,142
Spiraea prunifolia,105,48,275,173
Spiraea splendens,98,57,256,170
Spiraea tomentosa,67,70,260,137
Spiraea vanhouttei,108,63,239,130
Spiraea virginiana,57,45,114,62
Spiranthes cernua,92,111,245,135
Spiranthes lacera var. gracilis,58,92,230,147
Spiranthes ochroleuca,63,92,245,146
Spiranthes ovalis,104,124,248,158
Spiranthes porrifolia,91,84,218,173
Spiranthes romanzoffiana,105,76,247,145
Spiranthes tuberosa,114,107,262,152
Spiranthes vernalis,106,69,245,156
Spiza americana,95,84,246,150
Spizella arborea,78,68,254,151
Spizella atrogularis,78,87,251,179
Spizella breweri,105,72,221,126
Spizella pallida,135,85,258,145
Spizella passerina,128,68,221,140
Spizella pusilla,92,72,228,148
Sporobolus airoides,123,82,238,113
Sporobolus clandestinus,103,82,296,170
Sporobolus compositus var. compositus,65,80,243,165
Sporobolus cryptandrus,117,87,223,136
Sporobolus indicus,109,56,262,128
Sporobolus indicus var. indicus,70,91,218,143
Sporobolus vaginiflorus var. ozarkanus,119,55,235,177
Stachys albens,61,71,253,129
Stachys clingmanii,52,84,225,148
Stachys latidens,58,93,240,177
Stachys nuttallii,101,83,259,157
Stachys tenuifolia,79,77,223,122
Stachys tenuifolia var. latidens,143,81,273,145
Staphylea bolanderi,89,73,252,158
Staphylea trifolia,53,88,242,136
Steerecleus serrulatus,120,84,291,156
Stelgidopteryx serripennis,107,117,256,162
Stellaria alsine,90,81,231,139
Stellaria borealis ssp. sitchana,79,91,246,160
Stellaria calycantha,100,80,227,146
Stellaria corei,117,111,279,200
Stellaria crassifolia,127,88,247,136
Stellaria crispa,69,89,281,140
Stellaria graminea,113,45,270,152
Stellaria longifolia,199,123,526,269
Stellaria longipes var. longipes,75,19,256,173
Stellaria media,200,120,495,288
Stellaria nitens,85,55,231,159
Stellaria obtusa,104,49,259,164
Stellaria pubera,115,77,233,152
Stellaria umbellata,59,110,261,123
Stellula calliope,104,63,224,127
Stenanthium gramineum,94,66,225,155
Stenotus acaulis,96,75,223,158
Stephanomeria lactucina,90,63,281,144
Stephanomeria runcinata,91,83,219,167
Stephanomeria tenuifolia,72,104,279,168
Stephanomeria virgata ssp. pleurocarpa,123,60,232,162
Stercorarius parasiticus,95,76,235,133
Sterna caspia,85,82,260,131
Sterna forsteri,96,85,263,175
Sterna fuscata,105,123,252,153
Sterna hirundo,109,71,225,143
Sterna paradisaea,67,72,263,149
Sternotherus minor peltifer,155,40,269,161
Sternotherus odoratus,84,51,209,160
Stewartia ovata,101,94,251,155
Stizostedion canadense,76,96,286,163
Stizostedion vitreum,98,108,232,152
Storeria dekayi dekayi,120,43,226,121
Storeria dekayi wrightorum,105,75,267,155
Storeria occipitomaculata occipitomaculata,88,44,244,156
Streptanthus diversifolius,108,58,266,123
Streptanthus tortuosus,120,63,271,161
Streptanthus tortuosus var. orbiculatus,134,96,224,141
Streptanthus tortuosus var. tortuosus,97,85,237,154
Streptopelia decaocto,301,256,771,457
Streptopus amplexifolius,95,73,258,164
Streptopus amplexifolius var. amplexifolius,95,43,215,162
Streptopus lanceolatus var. lanceolatus,124,76,232,184
Streptopus lanceolatus var. roseus,99,46,279,175
Streptopus roseus,144,59,209,166
Strix nebulosa,251,120,495,277
Strix occidentalis,88,11,252,151
Strix varia,102,83,235,144
Strophostyles helvula,86,78,246,184
Strophostyles umbellata,107,52,216,144
Stuckenia filiformis ssp. alpinus,98,86,230,134
Stuckenia filiformis ssp. occidentalis,104,73,254,153
Stuckenia vaginata,104,44,298,144
Sturnella magna,85,59,233,156
Sturnella neglecta,97,108,235,140
Sturnus vulgaris,173,129,478,299
Stylophorum diphyllum,113,56,244,135
Stylosanthes biflora,84,38,214,140
Styrax grandifolius,79,63,239,125
Suaeda calceoliformis,57,64,229,136
Subularia aquatica,103,81,246,165
Subularia aquatica var. americana,86,66,259,136
Sus scrofa,240,205,449,272
Swertia perennis,121,85,232,168
Sylvilagus audubonii,69,46,264,174
Sylvilagus bachmani,118,27,227,147
Sylvilagus floridanus,114,57,271,164
Sylvilagus nuttallii,120,99,248,165
Sylvilagus obscurus,82,79,248,113
Sylvilagus transitionalis,107,88,206,182
Symphoricarpos albus var. laevigatus,90,92,234,123
Symphoricarpos mollis,103,78,262,112
Symphoricarpos occidentalis,104,87,237,141
Symphoricarpos orbiculatus,107,66,249,181
Symphoricarpos oreophilus var. utahensis,117,80,256,129
Symphoricarpos rotundifolius var. rotundifolius,104,98,273,121
Symphyotrichum ascendens,101,65,245,155
Symphyotrichum boreale,66,79,220,139
Symphyotrichum campestre,106,48,245,160
Symphyotrichum ciliatum,137,28,239,190
Symphyotrichum concolor,95,40,225,148
Symphyotrichum cordifolium,95,73,234,133
Symphyotrichum divaricatum,94,52,280,156
Symphyotrichum dumosum var. dumosum,93,95,239,151
Symphyotrichum eatonii,104,56,245,159
Symphyotrichum falcatum var. commutatum,96,41,261,142
Symphyotrichum foliaceum var. apricum,108,57,259,146
Symphyotrichum foliaceum var. canbyi,104,81,246,145
Symphyotrichum foliaceum var. parryi,120,74,222,175
Symphyotrichum frondosum,101,90,239,139
Symphyotrichum laeve var. laeve,77,88,257,112
Symphyotrichum lanceolatum var. hesperium,113,66,241,151
Symphyotrichum lateriflorum var. lateriflorum,81,26,252,141
Symphyotrichum lowrieanum,107,111,238,186
Symphyotrichum novae-angliae,131,98,285,171
Symphyotrichum oblongifolium,94,82,251,173
Symphyotrichum patens var. patens,95,58,282,161
Symphyotrichum phlogifolium,84,67,259,101
Symphyotrichum pilosum var. pilosum,61,82,253,158
Symphyotrichum prenanthoides,133,78,286,165
Symphyotrichum puniceum var. puniceum,90,67,228,130
Symphyotrichum retroflexum,87,76,255,163
Symphyotrichum shortii,118,64,256,174
Symphyotrichum spathulatum,110,72,240,163
Symphyotrichum undulatum,59,82,258,166
Symphyotrichum urophyllum,95,69,232,173
Symplocos tinctoria,93,119,261,149
Synandra hispidula,96,92,233,168
Synaptomys cooperi,77,63,235,183
Synaptomys cooperi stonei,121,52,236,189
Syringa vulgaris,141,70,236,140
Tachycineta bicolor,101,69,190,125
Tachycineta thalassina,89,86,243,148
Tadarida brasiliensis,75,71,251,177
Taenidia integerrima,114,75,226,170
Tamarix chinensis,53,98,248,166
Tamias alpinus,122,67,223,147
Tamias amoenus,110,102,251,152
Tamias merriami,103,72,223,167
Tamias minimus,89,78,257,149
Tamias quadrimaculatus,95,62,261,168
Tamias senex,109,99,209,131
Tamias speciosus,97,69,219,146
Tamias striatus,98,53,212,148
Tamias umbrinus,233,172,482,340
Tamiasciurus douglasii,139,78,219,186
Tamiasciurus hudsonicus,71,54,248,158
Tanacetum parthenium,62,32,250,163
Tanacetum vulgare,198,200,507,304
Tantilla coronata,88,65,234,123
Taraxacum ceratophorum,89,84,240,151
Taraxacum eriophorum,66,99,279,161
Taraxacum laevigatum,151,187,457,303
Taraxacum officinale,150,158,504,256
Taraxacum scopulorum,130,114,285,164
Taricha sierrae,90,81,229,146
Tauschia hartwegii,112,96,267,138
Taxidea taxus,159,137,449,255
Taxiphyllum deplanatum,93,56,258,165
Taxiphyllum taxirameum,108,94,241,168
Telesonix heucheriformis,77,64,252,147
Tephrosia spicata,86,74,265,176
Tephrosia virginiana,79,92,274,118
Terrapene carolina carolina,88,49,254,138
Tetradymia canescens,65,80,252,188
Tetradymia spinosa,106,47,239,109
Tetragonotheca helianthoides,126,70,256,170
Tetraphis pellucida,61,62,262,113
Tetrodontium brownianum,119,112,260,142
Teucrium canadense var. canadense,112,64,256,114
Teucrium canadense var. virginicum,145,45,270,108
Thalictrum alpinum,110,65,285,144
Thalictrum clavatum,102,18,243,140
Thalictrum coriaceum,100,82,243,150
Thalictrum dioicum,148,91,255,160
Thalictrum fendleri,79,70,276,146
Thalictrum fendleri var. fendleri,103,94,276,160
Thalictrum fendleri var. polycarpum,111,55,215,141
Thalictrum occidentale,98,98,252,123
Thalictrum pubescens,158,71,259,121
Thalictrum revolutum,46,82,271,138
Thalictrum sparsiflorum,91,54,255,145
Thalictrum sparsiflorum var. saximontanum,87,94,253,177
Thalictrum thalictroides,72,61,225,170
Thalictrum venulosum,72,68,224,107
Thamnobryum alleghaniense,69,103,224,154
Thamnophis couchii,125,87,254,187
Thamnophis elegans elegans,85,61,246,150
Thamnophis elegans vagrans,107,70,237,172
Thamnophis sirtalis fitchi,114,57,299,177
Thamnophis sirtalis sirtalis,108,63,260,151
Thaspium barbinode,110,95,221,152
Thaspium pinnatifidum,110,52,263,126
Thaspium trifoliatum,65,26,269,137
Thaspium trifoliatum var. aureum,107,41,234,125
Thaspium trifoliatum var. trifoliatum,81,83,227,127
Thelia hirtella,55,47,273,141
Thelypodium integrifolium,128,48,285,153
Thelypodium paniculatum,101,73,270,130
Thelypodium sagittatum,121,67,250,164
Thelypteris noveboracensis,95,98,250,177
Thelypteris palustris var. pubescens,112,104,247,163
Thelypteris simulata,73,65,249,147
Thermopsis fraxinifolia,116,79,272,175
Thermopsis mollis var. mollis,97,86,272,133
Thermopsis montana,74,68,261,152
Thermopsis villosa,85,57,277,144
Thlaspi arvense,165,144,529,293
Thlaspi perfoliatum,108,75,263,130
Thomomys bottae,71,83,268,155
Thomomys monticola,64,56,234,159
Thomomys talpoides,98,73,238,159
Thryomanes bewickii,80,86,230,150
Thryomanes bewickii altus,106,86,206,139
Thryothorus ludovicianus,90,64,241,172
Thuidium allenii,107,89,272,127
Thuidium delicatulum,81,73,245,151
Thuidium recognitum,99,100,245,158
Thuja occidentalis,97,95,262,141
Thymallus arcticus,65,49,263,155
Thysanocarpus curvipes,73,69,267,146
Tiarella cordifolia,87,87,274,124
Tiarella cordifolia var. collina,126,79,277,118
Tiarella cordifolia var. cordifolia,99,63,245,162
Tilia americana,90,95,253,139
Tilia americana var. americana,90,49,261,104
Tilia americana var. heterophylla,84,55,202,155
Tipularia discolor,57,79,277,152
Tofieldia glabra,70,75,220,138
Tonestus lyallii,101,90,247,172
Torilis arvensis,121,83,240,160
Torilis japonica,112,80,239,116
Torilis nodosa,89,56,231,170
Torreya californica,91,86,240,123
Torreyochloa erecta,103,61,265,114
Torreyochloa pallida var. pauciflora,97,67,277,139
Tortella humilis,54,62,238,134
Tortella tortuosa,44,88,260,147
Tortula ammonsiana,98,43,228,142
Tortula amphidiacea,108,84,238,167
Tortula fragilis,137,103,259,135
Townsendia alpigena,94,53,266,198
Townsendia condensata var. condensata,134,65,252,144
Townsendia hookeri,99,57,267,126
Townsendia leptotes,83,60,252,167
Townsendia parryi,70,72,219,148
Townsendia spathulata,95,104,223,144
Toxicodendron diversilobum,95,85,243,173
Toxicodendron radicans ssp. radicans,77,85,242,174
Toxicodendron rydbergii,75,69,243,173
Toxostoma redivivum,100,85,225,155
Toxostoma rufum,101,80,245,159
Trachemys scripta,94,86,276,127
Trachemys scripta troostii,129,48,246,150
Tradescantia ohiensis,99,67,229,160
Tradescantia subaspera,128,78,234,121
Tradescantia subaspera var. montana,106,60,244,151
Tradescantia subaspera var. subaspera,114,93,265,119
Tradescantia virginiana,133,78,265,166
Tragopogon dubius,88,77,254,161
Tragopogon porrifolius,211,115,510,295
Tragopogon pratensis,108,90,258,148
Trautvetteria caroliniensis,214,171,502,305
Trematodon longicollis,121,96,240,146
Tribulus terrestris,111,50,239,156
Trichomanes boschianum,74,52,226,163
Trichomanes intricatum,99,92,225,135
Trichomanes petersii,96,70,243,110
Trichophorum caespitosum,130,111,231,187
Trichophorum caespitosus,104,73,239,129
Trichostema dichotomum,124,63,223,147
Trichostema lanceolatum,115,72,262,151
Trichostema oblongum,63,69,251,156
Tridens flavus,122,39,250,174
Tridens flavus var. chapmanii,95,54,261,110
Tridens flavus var. flavus,127,88,228,115
Trientalis borealis,102,113,275,131
Trientalis latifolia,109,86,284,168
Trifolium arvense,95,104,274,142
Trifolium aureum,158,205,527,316
Trifolium bolanderi,95,76,246,137
Trifolium breweri,81,68,237,117
Trifolium campestre,191,139,478,235
Trifolium ciliolatum,115,51,240,157
Trifolium cyathiferum,128,55,258,159
Trifolium dubium,194,165,519,280
Trifolium gracilentum var. gracilentum,50,57,259,188
Trifolium haydenii,100,108,244,165
Trifolium hybridum,75,95,247,141
Trifolium incarnatum,66,78,251,134
Trifolium microcephalum,67,94,243,171
Trifolium obtusiflorum,90,77,251,125
Trifolium oliganthum,86,71,259,146
Trifolium pratense,137,57,269,195
Trifolium repens,150,122,524,314
Trifolium variegatum,62,83,240,159
Trifolium willdenovii,105,84,228,147
Trifolium wormskioldii,107,85,237,166
Triglochin concinna var. debilis,114,95,256,143
Triglochin maritima,101,94,231,149
Triglochin palustre,109,88,262,160
Trillium angustipetalum,81,73,277,137
Trillium catesbaei,94,113,245,173
Trillium cuneatum,87,74,231,148
Trillium erectum,97,101,264,149
Trillium flexipes,79,49,222,171
Trillium grandiflorum,104,45,264,147
Trillium luteum,101,61,278,169
Trillium pusillum var. pusillum,105,84,228,150
Trillium rugelii,89,74,279,219
Trillium simile,162,85,237,157
Trillium undulatum,108,89,274,127
Trillium vaseyi,68,77,241,161
Tringa flavipes,102,75,229,128
Tringa incana,114,89,257,157
Tringa melanoleuca,127,76,224,163
Tringa semipalmata,111,74,232,168
Tringa solitaria,115,78,267,182
Triodanis biflora,76,89,234,141
Triodanis perfoliata var. perfoliata,104,83,262,180
Triosteum angustifolium,89,75,282,183
Triosteum aurantiacum,108,80,243,144
Triosteum perfoliatum,121,28,257,137
Triphora trianthophora,73,47,258,180
Tripsacum dactyloides,80,108,258,169
Trisetum canescens,95,64,282,158
Trisetum spicatum,119,54,235,162
Trisetum wolfii,147,74,265,123
Triteleia dudleyi,112,37,250,144
Triteleia grandiflora var. grandiflora,104,78,248,132
Triteleia hyacinthina,84,20,254,157
Triteleia ixioides ssp. anilina,117,68,266,151
Triteleia ixioides ssp. scabra,95,73,246,114
Triteleia laxa,120,44,290,126
Triteleia lugens,107,57,261,166
Triteleia montana,78,76,272,171
Triticum aestivum,177,155,487,308
Troglodytes aedon,127,71,263,134
Troglodytes pacificus,93,80,255,122
Troglodytes troglodytes,117,114,231,156
Tropidocarpum gracile,88,53,274,123
Tsuga canadensis,86,69,261,129
Tsuga mertensiana,126,75,256,156
Turdus migratorius,118,69,250,123
Tussilago farfara,95,46,207,116
Tympanuchus phasianellus,53,97,242,142
Typha angustifolia,77,96,241,166
Typha latifolia,212,123,444,312
Tyrannus forficata,137,89,263,137
Tyrannus forficatus,85,114,209,145
Tyrannus tyrannus,118,91,250,150
Tyrannus verticalis,78,48,294,160
Tyto alba,180,159,482,276
Tytonidae,111,107,238,156
Ulmus alata,121,103,259,144
Ulmus americana,114,54,241,146
Ulmus pumila,113,82,273,132
Ulmus rubra,113,95,217,147
Ulota coarctata,87,65,270,150
Ulota crispa,129,108,293,149
Ulota hutchinsiae,96,67,287,145
Ulota hutchinsiae var. rufescens,106,45,263,166
Umbellularia californica,59,69,276,166
Uniola laxa,99,53,274,157
Urocitellus beldingi,131,112,244,157
Urocyon cinereoargenteus,247,162,454,336
Uropappus lindleyi,115,52,246,132
Ursus americanus,214,122,473,323
Ursus arctos,73,104,232,130
Ursus arctos horribilis,38,50,115,73
Urtica dioica,89,88,225,205
Urtica dioica ssp. holosericea,96,61,236,177
Urtica dioica var. procera,85,67,220,168
Urtica urens,73,54,227,156
Utricularia gibba,72,80,242,135
Utricularia intermedia,199,165,527,305
Utricularia macrorhiza,93,85,238,137
Utricularia minor,140,98,242,146
Utricularia ochroleuca,124,79,259,152
Uvularia grandiflora,81,81,250,131
Uvularia perfoliata,95,79,282,163
Uvularia puberula,81,26,237,124
Uvularia sessilifolia,81,93,287,144
Vaccaria hispanica,141,69,245,192
Vaccinium angustifolium,88,39,255,164
Vaccinium arboreum,118,42,264,127
Vaccinium cespitosum,111,87,217,172
Vaccinium corymbosum,89,90,243,150
Vaccinium erythrocarpum,114,69,260,139
Vaccinium fuscatum,109,51,237,123
Vaccinium hirsutum,90,58,213,125
Vaccinium macrocarpon,60,99,275,163
Vaccinium membranaceum,94,73,245,163
Vaccinium myrtilloides,88,79,256,155
Vaccinium myrtillus var. oreophilum,78,95,278,134
Vaccinium pallidum,85,79,250,140
Vaccinium parvifolium,75,89,253,152
Vaccinium scoparium,119,70,229,156
Vaccinium stamineum,89,100,294,171
Valeriana acutiloba var. pubicarpa,123,87,209,155
Valeriana californica,91,93,271,150
